"ID","condition","correct","rt"
1,1,1,580.129122403164
1,1,0,393.087277048819
1,1,0,364.77483260918
1,1,1,422.79375773775
1,1,1,694.220423153219
1,1,1,735.016653494804
1,1,1,621.221306512238
1,1,1,662.802945372888
1,1,1,357.757910494254
1,1,1,448.547206790743
1,1,1,650.270739183787
1,1,1,590.971210779277
1,1,1,587.699599127286
1,1,1,578.346857856178
1,1,1,614.743494063097
1,1,1,426.601471773618
1,1,1,612.18362701883
1,1,1,453.870482369648
1,1,1,536.946807604299
1,1,1,480.959922402377
1,1,0,466.806618815324
1,1,1,350.019537863958
1,1,0,596.339497251736
1,1,0,689.556355674596
1,1,1,415.667917730444
1,1,1,341.504677568927
1,1,0,600.67453129669
1,1,1,787.735418698631
1,1,1,809.927035965806
1,1,0,760.110442075111
1,1,1,350.655131050827
1,1,1,783.431922862438
1,1,1,412.499701629076
1,1,1,1093.24660649766
1,1,0,716.507311476741
1,1,1,518.452497797233
1,1,1,1016.67054137341
1,1,0,402.285290346481
1,1,1,645.202168486328
1,1,1,675.424129733908
1,1,1,725.83311230119
1,1,1,496.073783162112
1,1,1,651.871207019876
1,1,1,898.806547273426
1,1,1,737.093440489881
1,1,1,431.063755506943
1,1,1,745.841081393433
1,1,1,445.283851303991
1,1,1,581.475861190256
1,1,1,877.023656249527
1,1,1,641.824505929954
1,1,1,419.442403582602
1,1,1,697.735069936594
1,1,1,394.496451051963
1,1,1,424.232828585288
1,1,1,691.973916250697
1,1,0,766.515453088568
1,1,0,889.187565117105
1,1,1,520.449866960354
1,1,0,767.68343215994
1,1,1,449.020350926637
1,1,1,510.471574801583
1,1,1,487.455741675966
1,1,1,571.233068276811
1,1,1,859.246252059839
1,1,1,547.6956788846
1,1,0,454.907443575212
1,1,1,755.039655580309
1,1,1,402.416860832256
1,1,1,624.101099218682
1,1,1,437.518608176416
1,1,1,438.847409488057
1,1,1,691.197862903495
1,1,1,665.185454120488
1,1,1,589.070286742018
1,1,0,1193.24886208001
1,1,0,566.314988653499
1,1,1,705.879770429289
1,1,1,507.170948719367
1,1,1,508.781217544958
1,1,1,697.302158544368
1,1,0,915.195764303464
1,1,0,422.100361128075
1,1,0,985.196112930421
1,1,0,378.146111838264
1,1,1,598.605399666451
1,1,0,401.740479157256
1,1,0,402.911097869484
1,1,1,511.815126523911
1,1,1,1045.50308243476
1,1,1,351.381198091164
1,1,0,452.92798314294
1,1,1,353.145972447732
1,1,1,428.512727857955
1,1,1,400.826693977426
1,1,1,341.519692678358
1,1,1,521.34376975772
1,1,1,492.246412202657
1,1,1,345.854664087818
1,1,1,441.820847347096
1,1,1,456.41061141755
1,1,1,1057.60995024227
1,1,1,1105.09746168207
1,1,0,496.245931950665
1,1,1,605.580918448533
1,1,1,440.780940747918
1,1,1,597.4072234877
1,1,1,570.713908205854
1,1,1,543.308489299295
1,1,1,336.100958281344
1,1,1,376.83581983374
1,1,1,432.049773965697
1,1,1,548.63830418654
1,1,1,490.080722404691
1,1,1,696.811426484902
1,1,0,1970.72945560409
1,1,1,592.114718904542
1,1,1,515.148124553969
1,1,1,668.638995613395
1,1,1,395.218064763719
1,1,1,1750.0210798301
1,1,1,371.597067137767
1,1,1,703.849623784314
1,1,1,533.940747327089
1,1,1,363.949538100111
1,1,1,506.691487274645
1,1,0,377.15642159609
1,1,1,632.306455836808
1,1,1,629.131230218223
1,1,1,476.787076760778
1,1,1,622.152139543138
1,1,0,627.558673358426
1,1,1,726.259347798401
1,1,1,438.512419108096
1,1,1,450.066238472473
1,1,1,492.813695928352
1,1,1,433.759175907971
1,1,1,442.504565383627
1,1,1,615.232685491928
1,1,1,539.759982322953
1,1,1,742.012127095546
1,1,0,739.861752090628
1,1,1,632.300611722212
1,1,1,744.311047306141
1,1,1,398.919515431528
1,1,0,381.654966206134
1,1,1,2138.26185915315
1,1,1,687.865183350763
1,1,1,413.880164344334
1,1,1,652.455456915793
1,1,0,604.698923170855
1,1,1,396.063551649199
1,1,1,450.441380773483
1,1,1,504.74029768368
1,1,1,589.462800924918
1,1,1,408.856393391651
1,1,0,733.773195154878
1,1,0,582.424955430771
1,1,1,503.659798278054
1,1,1,569.629380516357
1,1,1,714.941891882459
1,1,1,513.00553143007
1,1,0,575.585686860833
1,1,1,559.303338695103
1,1,1,871.730797550917
1,1,1,414.16192753424
1,1,1,368.229934927915
1,1,1,537.60898358671
1,1,0,644.072934666522
1,1,1,557.965001761047
1,1,1,388.993694298485
1,1,1,390.170163685028
1,1,1,650.433015099144
1,1,1,585.133678293133
1,1,0,528.828942738077
1,1,0,363.969471014365
1,1,1,594.212141244
1,1,1,809.115833850273
1,1,0,432.58040204676
1,1,1,479.417878132106
1,1,1,417.980729121503
1,1,0,1186.11568378995
1,1,1,601.002007071504
1,1,0,410.326261406305
1,1,1,583.486327242426
1,1,1,372.889110384018
1,1,0,541.106607251047
1,1,0,460.27173844394
1,1,1,422.169370842249
1,1,1,537.009919015591
1,1,1,468.218543007935
1,1,1,403.582576846081
1,1,1,1080.94514412266
1,1,1,407.680601671369
1,1,1,456.697729364164
1,1,1,718.796392517694
1,1,1,647.8733779231
1,1,1,565.582121259352
1,1,0,639.029241711203
1,1,1,495.945076567563
1,1,1,343.604280459141
1,1,0,464.581511760374
1,1,1,348.928208853444
1,1,1,476.708819905129
1,1,0,447.094708422764
1,1,1,415.108857959841
1,1,0,373.190988640011
1,1,1,622.278398266587
1,1,1,812.8777537739
1,1,1,615.258301627161
1,1,1,945.611936786084
1,1,1,718.172215050431
1,1,1,560.459249966733
1,1,1,493.382115654591
1,1,1,357.734618769756
1,1,1,658.994317129644
1,1,1,581.35766784528
1,1,0,559.398503089092
1,1,1,467.450535676691
1,1,0,347.682891147302
1,1,1,543.017512555454
1,1,1,452.465332586986
1,1,1,592.482793342366
1,1,0,566.349966023349
1,1,1,641.298192248578
1,1,1,663.030848338663
1,1,0,457.725157529701
1,1,1,555.218655590069
1,1,1,593.414868586662
1,1,1,491.171412546165
1,1,1,474.252705432592
1,1,1,781.947477432679
1,1,1,374.074692963437
1,1,1,527.494313390993
1,1,1,642.593441950138
1,1,1,616.234286169175
1,1,1,509.068325252544
1,1,1,655.984550683202
1,1,1,460.784867860025
1,1,0,445.950612378657
1,1,1,573.153139836499
1,2,1,459.74551981855
1,2,1,681.851257808074
1,2,1,673.817955469103
1,2,1,583.582233816117
1,2,1,583.838734653023
1,2,1,711.211741054186
1,2,1,539.907431865045
1,2,0,670.386600536424
1,2,1,937.664841649593
1,2,1,478.628425369254
1,2,1,807.106407593942
1,2,1,550.452740534985
1,2,1,752.162927174342
1,2,1,856.472457289856
1,2,0,1840.62897216865
1,2,1,516.031069925878
1,2,1,481.919072124309
1,2,1,603.079385079693
1,2,1,686.36791750926
1,2,1,601.893034840112
1,2,0,978.806437561282
1,2,1,444.016339106787
1,2,1,672.995424508011
1,2,1,567.531808724259
1,2,1,850.451158287657
1,2,1,891.468825984418
1,2,0,553.618645830364
1,2,0,867.476795071969
1,2,1,835.778541863007
1,2,1,541.346056821994
1,2,1,645.848746496602
1,2,1,654.242777810962
1,2,1,594.27195667436
1,2,0,1201.54976548075
1,2,1,637.292551139865
1,2,0,866.782111507124
1,2,1,600.327213133469
1,2,1,502.710091412477
1,2,1,778.675756512806
1,2,1,901.509813434482
1,2,1,723.747718770447
1,2,1,715.926764152231
1,2,0,792.029025590419
1,2,1,442.747070239812
1,2,1,788.988783407468
1,2,1,728.915891591345
1,2,0,550.999570426961
1,2,1,599.252408460531
1,2,1,1040.90254248509
1,2,1,616.00405551276
1,2,1,537.449750833044
1,2,1,1196.20857535797
1,2,1,771.238128385167
1,2,1,442.947466967232
1,2,0,635.371593365287
1,2,1,874.340492255804
1,2,1,723.71937769897
1,2,1,1088.04084877239
1,2,1,1542.53385207688
1,2,1,845.554673155764
1,2,1,582.367365477716
1,2,1,612.829310965379
1,2,1,478.882082183472
1,2,1,465.190741935599
1,2,0,661.180908242864
1,2,1,671.184287058899
1,2,1,545.452989937359
1,2,1,642.817040188384
1,2,1,635.982701915998
1,2,1,707.003336762283
1,2,1,763.360115400862
1,2,1,829.433455954152
1,2,1,590.182149192561
1,2,1,1010.21802764821
1,2,1,601.442667567423
1,2,1,557.877661824059
1,2,1,657.015654632685
1,2,1,579.730379485902
1,2,1,596.863433186173
1,2,1,894.872543372332
1,2,1,434.047747100783
1,2,1,730.133722890793
1,2,1,841.612479971888
1,2,1,576.323090538407
1,2,1,750.210117262014
1,2,0,578.622351376628
1,2,1,431.439540218939
1,2,0,619.261310901819
1,2,1,511.541826176219
1,2,1,686.988195054435
1,2,1,888.91525724641
1,2,1,547.739976763639
1,2,1,746.809005456995
1,2,1,513.806634947358
1,2,1,462.557972575315
1,2,1,1195.67186896468
1,2,0,930.067581184697
1,2,1,488.288703670298
1,2,1,740.916735646089
1,2,1,570.368362270966
1,2,0,671.336281963773
1,2,1,582.429807030744
1,2,1,652.56339041474
1,2,1,715.720781928898
1,2,1,695.957492249234
1,2,1,489.602933232271
1,2,1,550.056479881833
1,2,1,526.841586670166
1,2,1,716.921320549332
1,2,1,673.598490812382
1,2,1,611.074971904988
1,2,1,522.546186809188
1,2,1,877.717336448662
1,2,1,579.842727479077
1,2,1,445.409235570048
1,2,1,518.128478565126
1,2,1,727.502055721886
1,2,1,688.715781620946
1,2,1,590.139535771455
1,2,1,625.072743947674
1,2,1,527.501644654389
1,2,1,424.98097415821
1,2,1,902.061834017485
1,2,1,1459.6579719644
1,2,1,660.010693655962
1,2,1,604.58989706684
1,2,1,511.256661685301
1,2,1,561.02398120135
1,2,1,692.433145254714
1,2,1,591.811201244018
1,2,1,873.213133852484
1,2,1,861.810872672673
1,2,1,420.276958841273
1,2,1,609.192913637038
1,2,1,1060.76632166617
1,2,1,516.721359049432
1,2,1,637.539547468806
1,2,0,802.985726586559
1,2,1,643.703545562344
1,2,1,971.805598750644
1,2,1,462.481758306569
1,2,0,918.577627680861
1,2,1,482.209991935673
1,2,1,655.161397548277
1,2,1,1015.33828484015
1,2,1,698.668520845634
1,2,1,1212.09967869552
1,2,1,423.892081298881
1,2,1,553.792158308724
1,2,1,736.799436848919
1,2,1,877.320414072899
1,2,1,696.844373383362
1,2,1,640.771714990782
1,2,1,1324.59639952627
1,2,1,607.508008223099
1,2,1,601.615684310377
1,2,1,559.213173941283
1,2,1,495.272236878963
1,2,1,578.846204305243
1,2,1,626.536975572764
1,2,1,543.939014737355
1,2,1,506.460110750977
1,2,1,565.692088960364
1,2,0,746.815897093072
1,2,1,480.910804226051
1,2,1,586.227845501969
1,2,1,473.340567752239
1,2,1,596.319161399694
1,2,1,484.414249897622
1,2,1,799.567536841002
1,2,1,702.765948569518
1,2,1,604.997918858941
1,2,1,492.061232542957
1,2,1,629.367086576448
1,2,1,870.298714400679
1,2,1,853.602012864746
1,2,1,799.33113366236
1,2,1,877.836036858981
1,2,1,1250.93517874676
1,2,1,594.944484499849
1,2,1,615.495720506579
1,2,1,492.10772493922
1,2,1,497.804489815098
1,2,1,701.578115351351
1,2,1,1894.45038008512
1,2,0,708.522059968103
1,2,0,682.283667869192
1,2,1,642.13667101909
1,2,1,658.570084759198
1,2,1,507.786416953752
1,2,1,552.036812207762
1,2,1,851.833631496337
1,2,1,1163.19546541212
1,2,1,1038.87276321229
1,2,0,817.319005763259
1,2,1,555.945239111587
1,2,0,862.150570643209
1,2,1,914.583110125819
1,2,1,942.789047972091
1,2,0,1189.32511138473
1,2,1,2125.8846999013
1,2,1,791.332079548451
1,2,0,821.855835629097
1,2,1,530.64235106879
1,2,1,950.869495502725
1,2,1,522.467847172396
1,2,1,763.729919929503
1,2,1,974.854625314296
1,2,1,1030.63729661357
1,2,1,1036.31259943515
1,2,1,827.56850863377
1,2,1,468.367736791002
1,2,0,647.834777166829
1,2,1,759.766070091465
1,2,0,632.087908754183
1,2,0,581.508592831308
1,2,1,981.899811297628
1,2,1,498.170289549879
1,2,1,551.586157366358
1,2,1,1102.95409758005
1,2,0,744.598301444519
1,2,1,822.525790776654
1,2,1,533.949025683686
1,2,1,567.011496400992
1,2,1,724.859851260667
1,2,1,634.101829024879
1,2,1,863.977617076255
1,2,1,822.687957393988
1,2,1,479.065122321673
1,2,1,708.978108334027
1,2,1,813.030774923276
1,2,1,1085.084390945
1,2,0,704.446808050639
1,2,1,525.646599676903
1,2,1,664.523635245138
1,2,1,578.373724094681
1,2,1,586.670625309268
1,2,0,1305.43700230108
1,2,0,525.371473825009
1,2,1,649.244747150543
1,2,1,1064.29617186021
1,2,0,514.046662443503
1,2,1,590.353211159863
1,2,1,674.931741340783
1,2,1,805.405791533765
1,2,1,659.428815693973
1,2,1,629.050354011843
1,2,1,776.791539516136
1,2,1,530.070251169452
1,2,1,722.947182287615
1,2,0,747.122683661449
1,2,1,858.49141707559
1,2,1,474.165175303978
1,2,1,684.287976717299
1,2,0,651.256318089746
1,2,1,721.87192707335
1,2,1,845.731237587458
1,2,1,724.932999710141
1,2,1,826.733978890501
1,2,0,517.355546048177
1,2,1,842.811279876482
1,2,1,551.10939575893
1,2,0,805.6103732236
1,2,1,1518.2028188164
1,2,1,759.961438082016
1,2,1,687.208429993352
1,2,1,649.057223328961
1,2,1,784.37564274097
1,2,1,729.330721718518
1,2,1,1189.88310983427
1,2,1,607.410866342214
1,2,1,492.45507184844
1,2,1,559.441117576544
1,2,1,803.840516513413
1,2,0,672.589993464069
1,2,1,493.168341657924
1,2,0,548.852730832092
1,2,1,651.697626396688
1,2,1,988.918426400565
1,2,1,822.016727982967
1,2,1,758.408254693411
1,2,0,1063.6530718583
1,2,1,576.907697522771
1,2,1,471.881757280786
1,2,1,895.549692052296
1,2,1,711.139809911705
1,2,1,724.716362626539
1,2,1,554.310303326297
1,2,1,659.608810032093
1,2,1,567.579456780268
1,2,1,1612.83760971654
1,2,1,997.499248972633
1,2,1,829.52424646223
1,2,1,484.450348395787
1,2,1,507.562431931884
1,2,1,493.455179889908
1,2,1,531.327665566988
1,2,1,590.482132199211
1,2,1,743.185880041162
1,2,1,664.709597519218
1,2,1,677.120565396741
1,2,1,510.802975887664
1,2,1,718.24364721453
1,2,0,693.423996350862
1,2,1,472.168742816616
1,2,1,428.35507436272
1,2,0,630.131325420082
1,2,1,603.120188495558
1,2,1,628.78462051514
1,2,1,1574.3493141867
1,2,1,637.118477826175
1,2,1,452.749791740195
1,2,1,745.722237524504
1,2,1,586.423033436242
1,2,1,652.403815586156
1,2,1,1121.81920874863
1,2,1,730.785843534042
1,2,1,729.033616826816
1,2,1,769.136684500721
1,2,0,1112.59959195745
1,2,1,664.480168980449
1,2,1,511.262498247647
1,2,1,517.998411930628
1,2,1,668.158110106854
1,2,1,581.765602510608
1,2,1,686.554676785508
1,2,1,620.176373722705
1,2,1,635.431334947418
1,2,1,561.304283305685
1,2,1,654.707240370674
1,2,1,477.298438615245
1,2,0,675.120042988813
1,2,1,594.907986561783
1,2,1,721.913831439986
1,2,0,664.00332056642
1,2,1,573.972393945177
1,2,1,683.505173325658
1,2,1,581.803358429345
1,2,1,504.028434638067
1,2,1,729.456483010952
1,2,1,596.580047701362
1,2,0,591.459657437586
1,2,1,561.566819936568
1,2,1,506.932644919439
1,2,1,825.020313861903
1,2,1,584.426127570477
1,2,1,531.320368736081
1,2,1,503.234703048877
1,2,1,846.177759304779
1,2,0,854.281208658392
1,2,1,773.186100263522
1,2,1,512.082785916435
1,2,0,643.897046294884
1,2,1,861.920198415133
1,2,1,999.418256284852
1,2,1,661.144091270855
1,2,1,736.638327305211
1,2,1,872.481037548367
1,2,1,582.517739173212
1,2,1,666.777945760915
1,2,1,634.204358713928
1,2,1,514.02542506904
1,2,1,590.299958790305
1,2,1,603.632895455617
1,2,1,821.649921010508
1,2,1,1134.75432137979
1,2,1,661.221914654228
1,2,1,627.067791422556
1,2,1,612.989758153291
1,2,1,667.353827068422
1,2,0,729.231162200819
1,2,1,817.579923011863
1,2,1,585.877947246474
1,2,1,716.301354626732
1,2,1,570.95542988613
1,2,1,640.343374074351
1,2,1,935.960097416612
1,2,1,736.931035449621
1,2,1,734.478492962173
1,2,1,793.667041192336
1,2,1,936.368814043189
1,2,0,530.11665776031
1,2,0,830.628280890641
1,2,1,573.954465789498
1,2,1,482.58576736633
1,2,1,524.946915360816
1,2,0,1263.40780498343
1,2,1,948.078532916806
1,2,1,639.958371146509
1,2,1,1109.56434637009
1,2,1,755.041591660825
1,2,1,565.820058980101
1,2,1,657.921808088374
1,2,1,745.224074178076
1,2,1,473.064925846571
1,2,1,513.752539844939
1,2,1,654.516810209118
1,2,1,592.47559292345
1,2,1,521.389969718522
1,2,1,533.203569371793
2,1,1,616.889219074287
2,1,1,542.732145685985
2,1,1,645.741837299852
2,1,1,417.490930457978
2,1,1,804.100562128496
2,1,1,459.383794007058
2,1,1,448.018354501576
2,1,0,560.194738783344
2,1,1,530.340280668952
2,1,1,356.500461163861
2,1,1,618.869001481507
2,1,1,369.019552311219
2,1,1,759.971205843899
2,1,1,531.61910027335
2,1,1,612.807306999789
2,1,0,459.865010972889
2,1,1,333.223261008421
2,1,1,1368.47974578428
2,1,0,557.417520243089
2,1,1,456.12022127817
2,1,1,533.00013106584
2,1,1,1129.29053399231
2,1,0,956.2183616863
2,1,1,456.170482151966
2,1,1,338.197318854227
2,1,1,482.068823979929
2,1,1,415.484214402691
2,1,1,508.680069419317
2,1,1,946.889167132633
2,1,0,463.11276102868
2,1,1,473.27972347385
2,1,1,369.582221828714
2,1,1,598.25435400149
2,1,1,576.684899929673
2,1,1,645.31238494829
2,1,0,434.431437766481
2,1,0,760.389146696184
2,1,1,804.62388969671
2,1,1,1022.6656920641
2,1,1,675.300284668272
2,1,1,669.455688590612
2,1,1,603.321116001103
2,1,1,412.660307288084
2,1,1,403.233708083179
2,1,1,348.280305389087
2,1,0,612.981089926837
2,1,1,516.303264663522
2,1,1,594.431520640496
2,1,1,488.948712792161
2,1,1,655.54887119775
2,1,0,568.612405966212
2,1,0,672.083846352578
2,1,1,662.468573804168
2,1,1,583.34853902137
2,1,1,501.095096204233
2,1,1,536.287095615647
2,1,1,672.743762746688
2,1,1,723.693680112286
2,1,1,598.359518357333
2,1,1,415.894194477092
2,1,1,655.326580828197
2,1,1,399.050395032638
2,1,1,561.235640247313
2,1,1,412.281750977242
2,1,1,404.775695552972
2,1,1,361.245760554247
2,1,1,720.892495744043
2,1,1,480.293444362406
2,1,1,1126.35616629323
2,1,1,336.172833821384
2,1,1,640.033428079685
2,1,1,353.636172787608
2,1,1,714.579203128472
2,1,1,1110.3029528235
2,1,1,464.627533263074
2,1,1,485.447693851291
2,1,1,338.416642654629
2,1,0,455.351390676425
2,1,1,553.366407453408
2,1,1,417.916487610524
2,1,1,641.490583703497
2,1,0,3995.78584013293
2,1,0,475.991043529485
2,1,1,587.407789484336
2,1,0,426.752451272324
2,1,1,545.516169861048
2,1,1,614.743354443869
2,1,1,427.831332191802
2,1,1,607.867372407309
2,1,1,396.975500444008
2,1,0,544.076274198113
2,1,1,687.878135789836
2,1,1,403.925758601907
2,1,0,369.186297830715
2,1,1,531.210284495256
2,1,1,433.165931299426
2,1,1,408.369693408055
2,1,1,500.920863985565
2,1,1,1017.70779247811
2,1,1,513.047456234627
2,1,1,524.641726214649
2,1,1,539.151772798115
2,1,0,539.079455198804
2,1,1,459.062837505764
2,1,1,402.473934117439
2,1,1,411.871686483338
2,1,0,470.184907359613
2,1,1,493.931289055643
2,1,1,741.176640419798
2,1,1,451.558980649061
2,1,1,514.530870147932
2,1,1,509.259059919573
2,1,0,669.546509127276
2,1,1,552.747664707895
2,1,1,675.865216534288
2,1,1,512.467707155301
2,1,1,499.048633443753
2,1,1,704.192367777814
2,1,1,510.206937424737
2,1,1,1188.08174823466
2,1,0,674.54544676522
2,1,1,562.307095188651
2,1,1,668.482161233552
2,1,0,712.554327035616
2,1,1,654.333971669235
2,1,1,744.989770800202
2,1,1,621.630041967125
2,1,1,622.857514646661
2,1,1,405.810294631163
2,1,0,697.609520490504
2,1,1,629.401301481978
2,1,1,356.623357327891
2,1,1,349.095099648614
2,1,1,507.526256256114
2,1,0,470.054659854579
2,1,1,459.221497252084
2,1,1,576.942839009055
2,1,1,414.692109757446
2,1,1,398.490119239935
2,1,1,605.431441296955
2,1,1,496.339576984156
2,1,1,463.246645171852
2,1,1,378.270260995767
2,1,1,509.165349242047
2,1,1,375.157448656487
2,1,1,415.400490992366
2,1,1,499.649561043148
2,1,1,620.649033278254
2,1,0,744.002183582847
2,1,1,374.835634624392
2,1,1,547.106705164691
2,1,1,772.093148887598
2,1,0,531.651431998882
2,1,1,383.659834048899
2,1,1,434.005802112731
2,1,1,651.102272360738
2,1,1,860.162097532248
2,1,1,752.372380393216
2,1,1,609.558323189359
2,1,1,426.75592538844
2,1,1,603.166878216302
2,1,1,625.674347739286
2,1,1,390.383198465759
2,1,1,497.876702295129
2,1,1,606.863233331984
2,1,0,511.657979879488
2,1,1,378.367569368686
2,1,1,381.201027531676
2,1,1,562.242456822544
2,1,1,605.621677817875
2,1,0,1168.61432127426
2,1,1,390.47649702643
2,1,0,778.370530388057
2,1,1,604.502733685257
2,1,1,576.661498946562
2,1,1,577.454098541242
2,1,0,391.571029982962
2,1,0,530.628132206395
2,1,1,549.930713398673
2,1,1,355.800337166213
2,1,1,431.435606526384
2,1,1,697.430398159107
2,1,1,707.634635673259
2,1,1,632.277695171601
2,1,1,643.742689804748
2,1,1,726.954600257583
2,1,1,526.39585009609
2,1,1,594.831673756513
2,1,1,693.07525718014
2,1,1,429.688268835372
2,1,1,868.772867160212
2,1,0,443.26086928947
2,1,1,544.838770304789
2,1,1,1948.86590596979
2,1,0,478.898432076101
2,1,1,453.195765928456
2,1,1,447.187553696131
2,1,1,403.954945103958
2,1,1,441.100585477029
2,1,1,370.31294468136
2,1,1,437.179532201253
2,1,1,371.505019343373
2,1,1,527.772614199136
2,1,1,666.196065399196
2,1,1,547.160749005544
2,1,1,530.563522079416
2,1,1,471.692942448235
2,1,1,558.053942489141
2,1,1,551.355987358391
2,1,1,446.693462979998
2,1,1,395.434313343613
2,1,1,472.181788055243
2,1,1,655.13951671721
2,1,1,550.23556035047
2,1,1,481.73650019131
2,1,1,561.149274503798
2,1,1,457.561439871572
2,1,1,527.25208035421
2,1,1,591.433142522954
2,1,1,526.187751637981
2,1,0,432.738255160345
2,1,0,523.441132606841
2,1,0,580.862046195721
2,1,1,499.315683619621
2,1,0,538.986122530046
2,1,1,692.083098230295
2,1,1,377.884934961295
2,1,1,607.666820878701
2,1,1,474.001927588599
2,1,1,635.136813233129
2,1,1,669.689663995584
2,1,1,400.720160933158
2,1,1,500.533960781466
2,1,1,792.58964781056
2,1,0,364.08641040466
2,1,1,522.537609081484
2,1,1,685.781610008525
2,1,1,686.167553401495
2,1,1,400.123153311673
2,1,1,468.434012563385
2,1,1,518.288496218038
2,1,1,549.845001549698
2,1,0,394.401073576883
2,1,1,614.455639050273
2,1,1,356.450860894293
2,1,1,552.40042008277
2,1,1,530.289091532154
2,1,1,563.438716715382
2,1,1,788.50935616725
2,1,1,903.4186422804
2,1,1,442.367258726458
2,1,1,690.876455406654
2,1,1,767.848970637256
2,1,1,517.554482393712
2,1,1,594.601156420884
2,1,1,470.839348167163
2,1,1,599.135422244964
2,1,1,528.010370252673
2,1,1,620.08344586876
2,1,1,685.445983628908
2,1,0,564.343552793468
2,1,1,427.951905054619
2,1,1,346.965126355946
2,1,1,566.369207326636
2,1,1,507.601076588603
2,1,1,417.54901446938
2,1,0,589.235420886683
2,1,1,665.701669811101
2,1,0,373.493397148321
2,1,1,422.465944004412
